season,team_name,role,name
2018,Philadelphia Eagles,Quarterbacks,Press Taylor
2018,Philadelphia Eagles,Wide receivers,Gunter Brewer
2018,Philadelphia Eagles,Assistant wide receivers,Carson Walch
2018,Philadelphia Eagles,Tight ends,Justin Peelle
2018,Philadelphia Eagles,Offensive line/run game coordinator,Jeff Stoutland
2018,Philadelphia Eagles,Assistant offensive line/tight ends/run game,Eugene Chung
2018,Philadelphia Eagles,Offensive quality control/assistant quarterbacks,Spencer Phillips
2018,Philadelphia Eagles,Offensive quality control/assistant running backs,Trent Miles
2018,Philadelphia Eagles,Offensive quality control/assistant offensive line,T. J. Paganetti
2018,Philadelphia Eagles,Defensive coordinator,Jim Schwartz
2018,Philadelphia Eagles,Defensive line,Chris Wilson
2018,Philadelphia Eagles,Linebackers,Ken Flajole
2018,Philadelphia Eagles,Secondary,Cory Undlin
2018,Philadelphia Eagles,Safeties,Tim Hauck
2018,Philadelphia Eagles,Defensive quality control/assistant defensive line,Phillip Daniels
2018,Philadelphia Eagles,Defensive quality control/assistant linebackers,Ryan Paganetti
2018,Philadelphia Eagles,Defensive quality control/assistant secondary,Dino Vasso
2018,Philadelphia Eagles,Special teams coordinator,Dave Fipp
2018,Philadelphia Eagles,Assistant special teams,Matthew Harper
2018,Philadelphia Eagles,Head strength coach,Josh Hingst
2018,Philadelphia Eagles,Assistant strength coach,Keith Gray
2018,Philadelphia Eagles,Performance nutrition coordinator,Michael Minnis
2018,Philadelphia Eagles,Strength assistant,Ben Wagner
2018,Philadelphia Eagles,Director of high performance,Shaun Huls
2018,Pittsburgh Steelers,President,Art Rooney II
2018,Pittsburgh Steelers,Vice president,Art Rooney Jr.
2018,Pittsburgh Steelers,Vice president & general manager,Kevin Colbert
2018,Pittsburgh Steelers,Vice president of football and business administration,Omar Khan
2018,Pittsburgh Steelers,Football administration coordinator,Samir Suleiman
2018,Pittsburgh Steelers,Player personnel coordinator,Dan Rooney Jr.
2018,Pittsburgh Steelers,College scouting coordinator,Phil Kreidler
2018,Pittsburgh Steelers,Pro scouting coordinator,Brandon Hunt
2018,Pittsburgh Steelers,Analytics and football research coordinator,Karim Kassam
2018,Pittsburgh Steelers,Head coach,Mike Tomlin
2018,Pittsburgh Steelers,Assistant head coach,John Mitchell
2018,Pittsburgh Steelers,Offensive coordinator/quarterbacks,Randy Fichtner
2018,Pittsburgh Steelers,Running backs,James Saxon
2018,Pittsburgh Steelers,Wide receivers,Darryl Drake
2018,Pittsburgh Steelers,Tight ends,James Daniel
2018,Pittsburgh Steelers,Offensive line,Mike Munchak
2018,Pittsburgh Steelers,Assistant offensive line coach,Shaun Sarrett
2018,Pittsburgh Steelers,Defensive coordinator,Keith Butler
2018,Pittsburgh Steelers,Defensive line,Karl Dunbar
2018,Pittsburgh Steelers,Outside linebackers,Joey Porter
2018,Pittsburgh Steelers,Inside linebackers,Jerry Olsavsky
2018,Pittsburgh Steelers,Defensive backs,Tom Bradley
2018,Pittsburgh Steelers,Special teams coordinator,Danny Smith
2018,Pittsburgh Steelers,Coaching assistant,Blaine Stewart
2018,Pittsburgh Steelers,Coaching assistant,Daniel Martin Rooney
2018,Pittsburgh Steelers,Coaching assistant,Denzel Martin
2018,Pittsburgh Steelers,Coaching assistant,Matt Symmes
2018,Pittsburgh Steelers,Conditioning coordinator,Garrett Giemont
2018,Pittsburgh Steelers,Conditioning assistant,Marcel Pastoor
2018,San Francisco 49ers,Chief executive officer,Jed York
2018,San Francisco 49ers,General manager,John Lynch
2018,San Francisco 49ers,President,Al Guido
2018,San Francisco 49ers,General counsel,Hannah Gordon
2018,San Francisco 49ers,Chief investment officer,Brano Perkovich
2018,San Francisco 49ers,Chief financial officer,Scott Sabatino
2018,San Francisco 49ers,Vice president of player personnel,Adam Peters
2018,San Francisco 49ers,Senior personnel executive,Martin Mayhew
2018,San Francisco 49ers,Vice president and senior advisor to the general manager,Keena Turner
2018,San Francisco 49ers,Director of pro personnel,Ran Carthon
2018,San Francisco 49ers,Director of football administration & analytics,Brian Hampton
2018,San Francisco 49ers,Head coach,Kyle Shanahan
2018,San Francisco 49ers,Assistant head coach/tight ends,Jon Embree
2018,San Francisco 49ers,Run game specialist,Mike McDaniel
2018,San Francisco 49ers,Quarterbacks,Rich Scangarello
2018,San Francisco 49ers,Running backs,Bobby Turner
2018,San Francisco 49ers,Passing game specialist/wide receivers,Mike LaFleur
2018,San Francisco 49ers,Offensive line,John Benton
2018,San Francisco 49ers,Assistant offensive line,Adam Stenavich
2018,San Francisco 49ers,Offensive assistant,T.C. McCartney
2018,San Francisco 49ers,Offensive assistant,Katie Sowers
2018,San Francisco 49ers,Offensive quality control,Taylor Embree
2018,San Francisco 49ers,Defensive coordinator,Robert Saleh
2018,San Francisco 49ers,Defensive line,Jeff Zgonina
2018,San Francisco 49ers,Run game specialist/outside linebackers,Johnny Holland
2018,San Francisco 49ers,Inside linebackers,DeMeco Ryans
2018,San Francisco 49ers,Defensive backs,Jeff Hafley
2018,San Francisco 49ers,Assistant defensive backs,Daniel Bullocks
2018,San Francisco 49ers,Defensive quality control,Bobby Slowik
2018,San Francisco 49ers,Pass rush specialist,Chris Kiffin
2018,San Francisco 49ers,Special teams coordinator,Richard Hightower
2018,San Francisco 49ers,Assistant special teams,Michael Clay
2018,San Francisco 49ers,Assistant special teams,Stan Kwan
2018,San Francisco 49ers,Head strength and conditioning,Ray Wright
2018,San Francisco 49ers,Strength and conditioning assistant,Marquis Johnson
2018,San Francisco 49ers,Strength and conditioning assistant,Dustin Perry
2018,Seattle Seahawks,Owner,Estate of Paul Allen
2018,Seattle Seahawks,President,Chuck Arnold
2018,Seattle Seahawks,Executive vice president/general manager,John Schneider
2018,Seattle Seahawks,Vice president of football administration,Matt Thomas
2018,Seattle Seahawks,Director of college scouting,Matt Berry
2018,Seattle Seahawks,Director of pro personnel,Nolan Teasley
2018,Seattle Seahawks,Head coach/executive vice president of football operations,Pete Carroll
2018,Seattle Seahawks,Assistant head coach/defensive,Clint Hurtt
2018,Seattle Seahawks,Associate head coach,Carl Smith
2018,Seattle Seahawks,Offensive coordinator,Brian Schottenheimer
2018,Seattle Seahawks,Quarterbacks,Dave Canales
2018,Seattle Seahawks,Assistant quarterbacks,Will Harriger
2018,Seattle Seahawks,Running backs,Chad Morton
2018,Seattle Seahawks,Wide receivers,Nate Carroll
2018,Seattle Seahawks,Tight ends,Pat McPherson
2018,Seattle Seahawks,Offensive line,Mike Solari
2018,Seattle Seahawks,Assistant offensive line,Pat Ruel
2018,Seattle Seahawks,Assistant offensive line,Brennan Carroll
2018,Seattle Seahawks,Offensive assistant,Steve Shimko
2018,Seattle Seahawks,Defensive coordinator,Ken Norton Jr.
2018,Seattle Seahawks,Passing game coordinator,Andre Curtis
2018,Seattle Seahawks,Assistant defensive line,Jethro Franklin
2018,Seattle Seahawks,Linebackers,John Glenn
2018,Seattle Seahawks,Secondary,Nick Sorensen
2018,Seattle Seahawks,Defensive quality control,Tom Donatell
2018,Seattle Seahawks,Special teams coordinator,Brian Schneider
2018,Seattle Seahawks,Assistant special teams,Larry Izzo
2018,Seattle Seahawks,Head strength and conditioning,Chris Carlisle
2018,Seattle Seahawks,Assistant strength and conditioning,Mondray Gee
2018,Seattle Seahawks,Assistant strength and conditioning,Jamie Yancher
2018,Tampa Bay Buccaneers,Owner/president,Estate of Malcolm Glazer
2018,Tampa Bay Buccaneers,General manager,Jason Licht
2018,Tampa Bay Buccaneers,Director of player personnel,John Spytek
2018,Tampa Bay Buccaneers,Director of football operations,Shelton Quarles
2018,Tampa Bay Buccaneers,Director of college scouting,Mike Biehl
2018,Tampa Bay Buccaneers,Director of pro scouting,Rob McCartney
2018,Tampa Bay Buccaneers,Director of football administration,Mike Greenberg
2018,Tampa Bay Buccaneers,Head coach,Dirk Koetter
2018,Tampa Bay Buccaneers,Assistant to the head coach,Anthony Perkins
2018,Tampa Bay Buccaneers,Offensive coordinator,Todd Monken
2018,Tampa Bay Buccaneers,Quarterbacks,Mike Bajakian
2018,Tampa Bay Buccaneers,Running backs,Tim Spencer
2018,Tampa Bay Buccaneers,Wide receivers,Skyler Fulton
2018,Tampa Bay Buccaneers,Assistant wide receivers/game management,Andrew Weidinger
2018,Tampa Bay Buccaneers,Tight ends,Ben Steele
2018,Tampa Bay Buccaneers,Offensive line,George Warhop
2018,Tampa Bay Buccaneers,Assistant offensive line,Butch Barry
2018,Tampa Bay Buccaneers,Offensive quality control,Zack Grossi
2018,Tampa Bay Buccaneers,Interim defensive coordinator/linebackers,Mark Duffner
2018,Tampa Bay Buccaneers,Defensive line,Brentson Buckner
2018,Tampa Bay Buccaneers,Assistant defensive line,Paul Spicer
2018,Tampa Bay Buccaneers,Defensive backs,Brett Maxie
2018,Tampa Bay Buccaneers,Secondary,Jon Hoke
2018,Tampa Bay Buccaneers,Defensive assistant,Danny Breyer
2018,Tampa Bay Buccaneers,Defensive quality control,Stephen Nicholas
2018,Tampa Bay Buccaneers,Special teams coordinator,Nate Kaczor
2018,Tampa Bay Buccaneers,Assistant special teams,Carlos Polk
2018,Tampa Bay Buccaneers,Head strength and conditioning,Dave Kennedy
2018,Tampa Bay Buccaneers,Assistant strength and conditioning,Joe Vaughn
2018,Tampa Bay Buccaneers,Assistant strength and conditioning,Chad Wade
2018,Tennessee Titans,Owner,KSA Industries
2018,Tennessee Titans,Controlling owner,Amy Adams Strunk
2018,Tennessee Titans,"President, chairman and CEO",Steve Underwood
2018,Tennessee Titans,Executive vice president and general manager,Jon Robinson
2018,Tennessee Titans,Vice president of football administration,Vin Marino
2018,Tennessee Titans,Vice president of player personnel,Ryan Cowden
2018,Tennessee Titans,Director of college scouting,Jon Salge
2018,Tennessee Titans,Director of pro scouting,Brian Gardner
2018,Tennessee Titans,Assistant director of pro scouting,Kevin Turks
2018,Tennessee Titans,Head coach,Mike Vrabel
2018,Tennessee Titans,Assistant to the head coach,John Streicher
2018,Tennessee Titans,Offensive coordinator,Matt LaFleur
2018,Tennessee Titans,Quarterbacks,Pat O'Hara
2018,Tennessee Titans,Running backs,Tony Dews
2018,Tennessee Titans,Wide receivers,Rob Moore
2018,Tennessee Titans,Tight ends,Arthur Smith
2018,Tennessee Titans,Offensive line,Keith Carter
2018,Tennessee Titans,Assistant offensive line,Mike Sullivan
2018,Tennessee Titans,Offensive assistant,Luke Steckel
2018,Tennessee Titans,Quality control,Chandler Henley
2018,Tennessee Titans,Defensive coordinator,Dean Pees
2018,Tennessee Titans,Defensive line,Terrell Williams
2018,Tennessee Titans,Outside linebackers,Shane Bowen
2018,Tennessee Titans,Inside linebackers,Tyrone McKenzie
2018,Tennessee Titans,Defensive assistant,Scott Booker
2018,Tennessee Titans,Defensive assistant,Ryan Crow
2018,Tennessee Titans,Quality control,Matt Pees
2018,Tennessee Titans,Special teams coordinator,Craig Aukerman
2018,Tennessee Titans,Assistant special teams,Matt Edwards
2018,Tennessee Titans,Strength and conditioning,Tom Kanavu
2018,Tennessee Titans,Strength and conditioning assistant,Brian Bell
2018,Tennessee Titans,Strength and conditioning assistant,Taylor Porter
2018,Los Angeles Rams,Owner/chairman,Stan Kroenke
2018,Los Angeles Rams,Executive vice president of football operations/COO,Kevin Demoff
2018,Los Angeles Rams,General manager,Les Snead
2018,Los Angeles Rams,Senior personnel executive,Brian Xanders
2018,Los Angeles Rams,Senior personnel advisor,Taylor Morton
2018,Los Angeles Rams,Director of college scouting,Brad Holmes
2018,Los Angeles Rams,Director of pro personnel,Ray Agnew
2018,Los Angeles Rams,Assistant director of college scouting,Ted Monago
2018,Los Angeles Rams,Director of draft management,J. W. Jordan
2018,Los Angeles Rams,Head coach,Sean McVay
2018,Los Angeles Rams,Assistant head coach/linebackers,Joe Barry
2018,Los Angeles Rams,Assistant to the head coach,Bill Nayes
2018,Los Angeles Rams,Senior offensive assistant,Jedd Fisch
2018,Los Angeles Rams,Quarterbacks,Zac Taylor
2018,Los Angeles Rams,Running backs,Skip Peete
2018,Los Angeles Rams,Wide receivers,Eric Yarber
2018,Los Angeles Rams,Assistant wide receivers,Liam Coen
2018,Los Angeles Rams,Pass game coordinator,Shane Waldron
2018,Los Angeles Rams,Run game coordinator,Aaron Kromer
2018,Los Angeles Rams,Assistant offensive line,Andy Dickerson
2018,Los Angeles Rams,Offensive quality control,Zak Kromer
2018,Los Angeles Rams,Defensive coordinator,Wade Phillips
2018,Los Angeles Rams,Defensive line,Bill Johnson
2018,Los Angeles Rams,Assistant linebackers,Chris Shula
2018,Los Angeles Rams,Cornerbacks,Aubrey Pleasant
2018,Los Angeles Rams,Safeties,Ejiro Evero
2018,Los Angeles Rams,Defensive quality control,Thad Bogardus
2018,Los Angeles Rams,Special teams coordinator,John Fassel
2018,Los Angeles Rams,Assistant special teams,Matt Daniels
2018,Los Angeles Rams,Strength and conditioning,Ted Rath
2018,Los Angeles Rams,Assistant strength and conditioning,Fernando Noriega
2018,Los Angeles Rams,Assistant strength and conditioning,Edward Grayer
2018,Los Angeles Rams,Assistant strength and conditioning,Dustin Woods
2018,Los Angeles Chargers,Owner/chairman/president,Dean Spanos
2018,Los Angeles Chargers,Executive vice president,Michael Spanos
2018,Los Angeles Chargers,General manager,Tom Telesco
2018,Los Angeles Chargers,Senior executive,Randy Mueller
2018,Los Angeles Chargers,Director of pro scouting,Dennis Abraham
2018,Los Angeles Chargers,Senior director of pro personnel,Louis Clark
2018,Los Angeles Chargers,Director of player personnel,JoJo Wooden
2018,Los Angeles Chargers,Director of college scouting,Kevin Kelly
2018,Los Angeles Chargers,Head coach,Anthony Lynn
2018,Los Angeles Chargers,Assistant head coach/special teams coordinator,George Stewart
2018,Los Angeles Chargers,Offensive coordinator,Ken Whisenhunt
2018,Los Angeles Chargers,Quarterbacks,Shane Steichen
2018,Los Angeles Chargers,Running backs,Alfredo Roberts
2018,Los Angeles Chargers,Wide receivers,Phil McGeoghan
2018,Los Angeles Chargers,Tight ends,Rip Scherer
2018,Los Angeles Chargers,Offensive line,Pat Meyer
2018,Los Angeles Chargers,Assistant offensive line,Mark Ridgley
2018,Los Angeles Chargers,Offensive quality control,Dan Shamash
2018,Los Angeles Chargers,Defensive coordinator,Gus Bradley
2018,Los Angeles Chargers,Defensive line,Giff Smith
2018,Los Angeles Chargers,Assistant defensive line,Eric Henderson
2018,Los Angeles Chargers,Linebackers,Richard Smith
2018,Los Angeles Chargers,Defensive backs,Ron Milus
2018,Los Angeles Chargers,Assistant defensive backs,Chris Harris
2018,Los Angeles Chargers,Defensive assistant,Marquice Williams
2018,Los Angeles Chargers,Defensive quality control,Addison Lynch
2018,Los Angeles Chargers,Assistant special teams,Keith Burns
2018,Los Angeles Chargers,Head strength and conditioning,John Lott
2018,Los Angeles Chargers,Assistant strength,Jonathan Brooks
2018,Oakland Raiders,Owner,Mark Davis
2018,Oakland Raiders,President,Marc Badain
2018,Oakland Raiders,Executive vice president/general counsel,Dan Ventrelle
2018,Oakland Raiders,Interim general manager/director of college scouting,Shaun Herock
2018,Oakland Raiders,Director of football administration,Tom Delaney
2018,Oakland Raiders,Director of player personnel,Joey Clinkscales
2018,Oakland Raiders,Assistant director of player personnel,Trey Scott
2018,Oakland Raiders,Director of pro personnel,Dane Vandernat
2018,Oakland Raiders,Assistant director of pro personnel,Von Hutchins
2018,Oakland Raiders,Assistant director of college scouting,Brad Kaplan
2018,Oakland Raiders,Head coach,Jon Gruden
2018,Oakland Raiders,Assistant head coach/special teams coordinator,Rich Bisaccia
