name,dob
Dick Stanfel,1927-07-20T00:00:00Z
Dick Vermeil,1936-10-30T00:00:00Z
Don Coryell,1924-10-17T00:00:00Z
Don McCafferty,1921-03-12T00:00:00Z
Clinton Osborne,1888-09-05T00:00:00Z
Archibald Stevenson,1871-07-13T00:00:00Z
Bud Hinga,1900-10-18T00:00:00Z
Lambert Eidson,1880-07-02T00:00:00Z
John Beam,1959-01-01T00:00:00Z
Jim Morrison,1898-10-05T00:00:00Z
Albert L. Weiser,1893-03-22T00:00:00Z
Dan M. Nee,1888-04-01T00:00:00Z
Ken Becker,1932-11-15T00:00:00Z
Senn Slemmons,1897-03-27T00:00:00Z
Earl Bute,1899-08-29T00:00:00Z
Herbert W. Harmon,1871-12-15T00:00:00Z
E. J. Peterson,1989-04-22T00:00:00Z
W. F. Banbury,1879-06-30T00:00:00Z
Eugene L. Dersnah,1888-11-20T00:00:00Z
Duane Rilla,1964-04-14T00:00:00Z
Lonnie McMillian,1893-11-03T00:00:00Z
Jordan Somerville,1996-01-28T00:00:00Z
Scott Booker,1980-10-07T00:00:00Z
Rob Leonard,1987-01-01T00:00:00Z
Bobby Kennedy,1966-12-13T00:00:00Z
Paul Shupe,1932-05-31T00:00:00Z
Lou Hollway,1891-11-21T00:00:00Z
Rod Reed,1966-09-15T00:00:00Z
Matt Rhule,1975-01-31T00:00:00Z
Larry Donovan,1941-03-30T00:00:00Z
Bryan McClendon,1983-12-28T00:00:00Z
Aubrey Givens,1912-06-21T00:00:00Z
B. B. Lees,1931-01-01T00:00:00Z
B. Frasier,1908-05-05T00:00:00Z
Bruce Griffith,1867-10-28T00:00:00Z
Bart Andrus,1958-03-30T00:00:00Z
Cap Edwards,1888-05-01T00:00:00Z
Scotty Bierce,1896-09-03T00:00:00Z
Nick Skorich,1921-06-26T00:00:00Z
Dewey King,1925-10-01T00:00:00Z
Mike Pettine,1966-09-25T00:00:00Z
Billy Campfield,1956-08-20T00:00:00Z
Herb Royer,1915-06-04T00:00:00Z
Carl E. DeVries,1921-04-17T00:00:00Z
Curt Bennett,1935-12-16T00:00:00Z
Tom Lester,1927-01-23T00:00:00Z
E. O. Brown,1880-08-26T00:00:00Z
Charles P. Howland,1869-09-15T00:00:00Z
A. W. Kjellstrand,1864-02-10T00:00:00Z
Hiland Orlando Stickney,1867-02-19T00:00:00Z
Bud Saunders,1884-05-01T00:00:00Z
Zak Willis,1967-12-30T00:00:00Z
Zora Clevenger,1881-12-21T00:00:00Z
Eddie Casey,1894-05-16T00:00:00Z
Tetsuo Takata,1981-09-18T00:00:00Z
William Henry Dietz,1884-08-17T00:00:00Z
Leeman Bennett,1938-06-20T00:00:00Z
Harry Gilmer,1926-04-14T00:00:00Z
Hoge Workman,1899-09-25T00:00:00Z
Budge Garrett,1893-04-17T00:00:00Z
Elgie Tobin,1885-05-07T00:00:00Z
Fred Gillies,1895-12-09T00:00:00Z
Walter Camp,1859-04-07T00:00:00Z
Homer Rice,1927-02-20T00:00:00Z
Horace Botsford,1877-11-29T00:00:00Z
"Howard ""Doc"" Ayers",1922-10-30T00:00:00Z
Howard Murphy,1944-05-01T00:00:00Z
Howard Schnellenberger,1934-03-16T00:00:00Z
Howard Stearns,1955-08-28T00:00:00Z
Hubert Wiggs,1893-09-29T00:00:00Z
Clark Shaughnessy,1892-03-06T00:00:00Z
Winfred Emory Allen,1873-06-06T00:00:00Z
George Tucker,1929-09-05T00:00:00Z
Howard Gargan,1886-12-12T00:00:00Z
John Ethan Hill,1865-10-15T00:00:00Z
W. A. Cleveland,1890-10-22T00:00:00Z
Jordan Wynn,1990-07-05T00:00:00Z
John North,1921-06-17T00:00:00Z
John Robinson,1935-07-25T00:00:00Z
Jim Fraser,1936-05-29T00:00:00Z
Walt Michaels,1929-10-16T00:00:00Z
Freddie Whittingham,1966-03-16T00:00:00Z
Frank Johnson,1911-04-23T00:00:00Z
Herman Neilson,1907-12-21T00:00:00Z
Chris Roulhac Jr.,1917-01-01T00:00:00Z
Drew Davis,1993-01-22T00:00:00Z
James Williams,1923-01-06T00:00:00Z
James H. Williams,1920-01-01T00:00:00Z
Eugene J. Bragg,1907-01-01T00:00:00Z
Tubby Johnson,1899-02-19T00:00:00Z
Guy E. Hoffman,1898-01-27T00:00:00Z
Giles O. Wright,1899-11-13T00:00:00Z
Alfred Priestley,1900-09-29T00:00:00Z
William T. Harmon,1884-03-21T00:00:00Z
B. T. Harvey,1892-07-18T00:00:00Z
Joe Brooks,1922-06-02T00:00:00Z
Wallace O. Hawkins,1898-05-01T00:00:00Z
Leonidas Epps,1918-09-05T00:00:00Z
Ted Gill,1948-10-03T00:00:00Z
Harry A. Smith,1869-05-24T00:00:00Z
Hugh Hindman,1927-04-18T00:00:00Z
M. P. Randolph,1868-09-04T00:00:00Z
Lou McCullough,1925-05-17T00:00:00Z
Don Wiper,1900-07-08T00:00:00Z
Greasy Neale,1891-11-05T00:00:00Z
Darrell Bevell,1970-01-06T00:00:00Z
Darrell Crouch,1964-06-09T00:00:00Z
Darrell Hazell,1964-04-14T00:00:00Z
Darrell Mudra,1929-01-14T00:00:00Z
Darryl Rogers,1935-05-28T00:00:00Z
Darwin Breaux,1955-05-08T00:00:00Z
Dave Arnold,1944-09-17T00:00:00Z
Mark Ivey,1973-07-11T00:00:00Z
Herb Dell,1889-01-28T00:00:00Z
Pat Boland,1906-10-12T00:00:00Z
Ryan Walters,1985-01-21T00:00:00Z
Johnny Nansen,1974-02-28T00:00:00Z
Robert Prince,1965-05-08T00:00:00Z
Ank Scanlan,1908-01-01T00:00:00Z
John Wozniak,1981-01-01T00:00:00Z
Louis Whitman,1900-02-03T00:00:00Z
Michael Hodges,1986-09-29T00:00:00Z
Joe Madro,1913-03-21T00:00:00Z
Jack Gregory,1927-06-08T00:00:00Z
Jack Hegarty,1888-06-09T00:00:00Z
Jack Keogh,1886-06-17T00:00:00Z
Jack Kiser,1949-02-04T00:00:00Z
Jack Meagher,1896-10-01T00:00:00Z
Arthur Berndt,1884-01-26T00:00:00Z
Arthur M. Brown,1884-10-14T00:00:00Z
Arthur P. Robinson,1879-02-23T00:00:00Z
Asa G. Wiley,1911-01-01T00:00:00Z
Aubrey Devine,1897-11-21T00:00:00Z
Haywood Scissum,1924-11-19T00:00:00Z
Jack Swartz,1930-03-31T00:00:00Z
Harve A. Oliphant,1912-07-07T00:00:00Z
Mike Nixon,1911-11-21T00:00:00Z
Clift Schimmels,1937-05-11T00:00:00Z
John Whitehead,1924-09-07T00:00:00Z
Duane Christopherson,1930-11-21T00:00:00Z
Jim Rexilius,2000-01-01T00:00:00Z
Wayne Fontes,1940-02-02T00:00:00Z
Wayne Howard,1931-04-30T00:00:00Z
Wayne J. McConnell,1912-04-09T00:00:00Z
Wayne Nunnely,1952-03-29T00:00:00Z
Wes Buller,1928-01-01T00:00:00Z
Willard Bailey,1939-06-03T00:00:00Z
Art Keller,1921-06-11T00:00:00Z
Chub Reynolds,1931-09-10T00:00:00Z
C. W. Ridgeway,1900-11-15T00:00:00Z
Ed Coray,1901-08-24T00:00:00Z
James Irick,1923-07-30T00:00:00Z
Fred H. Swan,1902-07-28T00:00:00Z
Jake Gaither,1903-04-11T00:00:00Z
Dewey Halford,1919-03-28T00:00:00Z
Tony Mason,1928-03-02T00:00:00Z
Wade Marlette,1900-03-01T00:00:00Z
Wendell D. Mansfield,1899-03-14T00:00:00Z
Winnie Lodrigues,1911-01-18T00:00:00Z
Ford L. Bailor,1898-10-16T00:00:00Z
Dale Hardy,1924-12-06T00:00:00Z
Ben Light,1911-05-10T00:00:00Z
Duane Whitehead,1925-05-13T00:00:00Z
Bus Bergman,1920-06-11T00:00:00Z
Warren Kasch,1903-07-26T00:00:00Z
David L. Holmes,1887-01-01T00:00:00Z
Edward M. Bowles,1871-08-10T00:00:00Z
Jack Mitchell,1923-12-03T00:00:00Z
Mel Collard,1894-07-17T00:00:00Z
Duke Christian,1941-01-01T00:00:00Z
Aaron Feis,1980-05-17T00:00:00Z
Jay Pattee,1921-05-06T00:00:00Z
Michael Hutchings,1995-03-27T00:00:00Z
Rob Spence,1958-10-10T00:00:00Z
Keith Uperesa,1955-07-28T00:00:00Z
Hal Yinger,1919-03-09T00:00:00Z
William Douthirt,1900-09-28T00:00:00Z
Harold J. Fischer,1921-10-25T00:00:00Z
Richard B. Dunbar,1886-04-01T00:00:00Z
McDonald Hughes,1908-01-01T00:00:00Z
Bill Olson,1913-08-31T00:00:00Z
Jack Pardee,1936-04-19T00:00:00Z
Jack Patera,1933-08-01T00:00:00Z
Jack Scott,1928-12-20T00:00:00Z
Jack Stovall,1930-01-01T00:00:00Z
Jack Streidl,1918-12-07T00:00:00Z
Charles Huff,1983-04-26T00:00:00Z
Andrew Janocko,1988-04-06T00:00:00Z
Morgan Scalley,1977-10-08T00:00:00Z
Eddie Faulkner,1977-10-20T00:00:00Z
Kevin Patullo,1981-07-14T00:00:00Z
Tom Manning,1983-07-22T00:00:00Z
Josh Grizzard,1990-06-11T00:00:00Z
Liam Coen,1985-11-08T00:00:00Z
Charlton Warren,1977-01-17T00:00:00Z
Bush Hamdan,1986-02-10T00:00:00Z
Ron Simonson,1942-03-12T00:00:00Z
Jerry Tolley,1942-11-06T00:00:00Z
William Tornabene,1942-03-14T00:00:00Z
Ted Williams,1943-11-17T00:00:00Z
Macky Carden,1944-02-12T00:00:00Z
Harry Edward Welch Jr.,1945-04-04T00:00:00Z
Wright Anderson,1947-04-14T00:00:00Z
Mike Westhoff,1948-01-10T00:00:00Z
Charlie Sadler,1949-05-06T00:00:00Z
Joe Taylor,1950-05-07T00:00:00Z
Lamar Allen,1914-11-25T00:00:00Z
Guy C. Omer,1891-06-12T00:00:00Z
Henry Poague,1889-05-24T00:00:00Z
Lewis Omer,1876-08-28T00:00:00Z
Herb Sies,1893-01-02T00:00:00Z
Ira T. Carrithers,1886-10-25T00:00:00Z
John Lamb,1873-02-16T00:00:00Z
Jasper Turnbell,1890-01-08T00:00:00Z
Ken O'Keefe,1953-08-18T00:00:00Z
Mike Sheppard,1951-10-29T00:00:00Z
Joe Whitt Jr.,1978-07-19T00:00:00Z
M. B. Banks,1883-06-05T00:00:00Z
J. Mayo Williams,1894-09-25T00:00:00Z
Fred Bruney,1931-12-30T00:00:00Z
Tommy Hudspeth,1931-09-14T00:00:00Z
Hadley Hicks,1935-01-01T00:00:00Z
Doug Shivley,1937-03-18T00:00:00Z
J. R. Bishop,1938-03-22T00:00:00Z
Sam Wilkey,1938-01-01T00:00:00Z
Harvey Hyde,1939-07-12T00:00:00Z
Paul Dunn,1960-07-07T00:00:00Z
Kyle Schweigert,1962-09-14T00:00:00Z
Joe Bernard,1963-01-01T00:00:00Z
Mike Denbrock,1964-01-26T00:00:00Z
Bob Stitt,1964-05-04T00:00:00Z
Joe DeCamillis,1965-06-29T00:00:00Z
Jimbo Fisher,1965-10-09T00:00:00Z
Todd Grantham,1966-09-13T00:00:00Z
John Frangoulis,1950-01-01T00:00:00Z
Frank Bridges,1890-07-04T00:00:00Z
Frank Coughlin,1896-02-28T00:00:00Z
Frank Dobson,1885-01-10T00:00:00Z
Frank Filchock,1916-10-08T00:00:00Z
Frank Gansz,1938-11-22T00:00:00Z
Frank Glazier,1934-01-04T00:00:00Z
Frank H. Cann,1863-11-14T00:00:00Z
DeMarcus Covington,1989-03-30T00:00:00Z
Shannon Dawson,1977-08-09T00:00:00Z
Kim McCloud,1968-05-08T00:00:00Z
Frank Koon,1908-12-31T00:00:00Z
Andy Avalos,1981-11-05T00:00:00Z
Keith Heckendorf,1981-04-23T00:00:00Z
Glenn Schumann,1990-03-29T00:00:00Z
Tom Perkovich,1980-12-18T00:00:00Z
Gunter Brewer,1964-08-09T00:00:00Z
Jacob Yoro,1979-12-08T00:00:00Z
Fred O'Connor,1939-04-04T00:00:00Z
Fred Robbins,1890-12-17T00:00:00Z
Fred Roberts,1875-11-16T00:00:00Z
Fred T. Long,1896-01-22T00:00:00Z
Fred Taylor,1920-04-30T00:00:00Z
Freddie James,1937-01-01T00:00:00Z
Richard S. Lyon,1924-10-23T00:00:00Z
Richard Smith,1955-10-17T00:00:00Z
Richard Williamson,1941-04-13T00:00:00Z
Richie Petitbon,1938-04-18T00:00:00Z
Rod Rust,1928-08-02T00:00:00Z
Ron Blaylock,1939-05-27T00:00:00Z
Ron Cooper,1962-02-11T00:00:00Z
Ron Erhardt,1931-02-27T00:00:00Z
Ron Harms,1936-09-10T00:00:00Z
Ron Hudson,1947-01-01T00:00:00Z
Jamey Chadwell,1977-01-01T00:00:00Z
Jason M. Saunderson,1886-02-22T00:00:00Z
Jason Phillips,1966-10-11T00:00:00Z
Jay Gruden,1967-03-04T00:00:00Z
Jay Norvell,1963-03-28T00:00:00Z
Eric Henderson,1983-01-08T00:00:00Z
Eric Tipton,1915-04-20T00:00:00Z
Ernest P. Goodrich,1874-05-07T00:00:00Z
Ernest T. Attwell,1877-03-02T00:00:00Z
Sam Rutigliano,1933-07-01T00:00:00Z
Clayton White,1977-12-02T00:00:00Z
John Godfrey,1921-08-13T00:00:00Z
Tom Scott,1920-01-07T00:00:00Z
Ryan Nielsen,1979-03-20T00:00:00Z
Jennifer King,1984-08-06T00:00:00Z
Milt Jackson,1943-10-16T00:00:00Z
Jonathan Gannon,1983-04-04T00:00:00Z
Henry Luhn,1867-08-14T00:00:00Z
Matt Barnes,1986-05-27T00:00:00Z
A. J. Milwee,1986-01-19T00:00:00Z
John H. Pettas,1951-01-03T00:00:00Z
Brent Dearmon,1984-10-19T00:00:00Z
Ejiro Evero,1981-01-06T00:00:00Z
Jim Purtill,1955-11-05T00:00:00Z
Mark Banker,1956-01-15T00:00:00Z
Scott Downing,1956-11-07T00:00:00Z
Steve Marshall,1956-06-20T00:00:00Z
Bill Miller,1956-06-01T00:00:00Z
Lee Owens,1956-07-16T00:00:00Z
John Stiegelmeier,1957-02-07T00:00:00Z
Kirby Cannon,1958-01-18T00:00:00Z
Paul Winters,1958-10-03T00:00:00Z
James J. Cline,1899-03-02T00:00:00Z
James L. Crane,1877-07-28T00:00:00Z
Julius Nufer,1879-04-07T00:00:00Z
James Phelan,1892-12-05T00:00:00Z
James Reese,1968-12-05T00:00:00Z
James Urban,1973-12-01T00:00:00Z
James W. Coleman,1894-10-27T00:00:00Z
Joe Barry,1970-07-05T00:00:00Z
Joe Brandy,1897-11-06T00:00:00Z
Joe Bugel,1940-03-10T00:00:00Z
Joe DeForest,1965-04-17T00:00:00Z
Joe Dickinson,1956-07-17T00:00:00Z
Ryan Silverfield,1980-08-04T00:00:00Z
Harry Turpin,1902-05-10T00:00:00Z
Kirk Ciarrocca,1965-08-12T00:00:00Z
Lucien Kempf,1905-12-26T00:00:00Z
Brandon Hall,1976-01-15T00:00:00Z
Derrick Ansley,1981-12-11T00:00:00Z
Gifford Shaw,1898-02-05T00:00:00Z
Erling Theller,1887-11-28T00:00:00Z
Earl Wight,1891-01-01T00:00:00Z
Hubert Upjohn,1881-01-04T00:00:00Z
Harry E. Clark,1894-01-01T00:00:00Z
Mike Shortley,1893-10-05T00:00:00Z
Elliott Poss,1948-01-01T00:00:00Z
Brandon Staley,1982-12-10T00:00:00Z
C. F. Collins,1885-09-13T00:00:00Z
Frank McCoy,1881-02-26T00:00:00Z
Frank Murray,1885-02-12T00:00:00Z
Frank Nied,1894-08-14T00:00:00Z
Frank Novak,1940-01-01T00:00:00Z
Frank Reich,1961-12-04T00:00:00Z
Frank Wickhorst,1905-03-18T00:00:00Z
Rob Boras,1970-09-30T00:00:00Z
Rob Ryan,1962-12-13T00:00:00Z
Robert Boss,1983-10-19T00:00:00Z
Robert E. Harmon,1882-01-01T00:00:00Z
Robert Forbes,1882-11-02T00:00:00Z
Robert Fudge,1901-02-03T00:00:00Z
Robert Jackson,1921-10-26T00:00:00Z
H. E. Hildebrand,1867-07-21T00:00:00Z
Erskine Jay,1885-03-03T00:00:00Z
Cally Gault,1927-12-22T00:00:00Z
Tom Gadd,1947-01-01T00:00:00Z
John M. Williams,1935-01-01T00:00:00Z
Brian Fogarty,1950-01-01T00:00:00Z
Kevin McGarry,1950-01-01T00:00:00Z
Edward S. Dowell,1888-01-04T00:00:00Z
Shorty Hughes,1922-09-17T00:00:00Z
Barry Lunney Jr.,1974-01-01T00:00:00Z
Walter Langston,1884-11-09T00:00:00Z
Corey Dennis,1992-07-25T00:00:00Z
Rob Sale,1979-07-01T00:00:00Z
Britt Reid,1985-04-28T00:00:00Z
Pops Turner,1901-09-11T00:00:00Z
Rob Calabrese,1990-03-05T00:00:00Z
Jaron Fairman,1984-12-12T00:00:00Z
Eugene W. Nixon,1885-01-06T00:00:00Z
Wallace Newman,1902-05-28T00:00:00Z
John Zinda,1938-04-02T00:00:00Z
Kasey Dunn,1969-07-22T00:00:00Z
Jerry Sullivan,1944-07-13T00:00:00Z
Jerry Williams,1923-11-01T00:00:00Z
Jerry Williams,1923-11-11T00:00:00Z
Jim Barker,1956-08-25T00:00:00Z
Jim Bates,1946-05-31T00:00:00Z
Freddie Kitchens,1974-11-29T00:00:00Z
Fred A. Robison,1876-02-21T00:00:00Z
G. K. Hardman,1906-09-18T00:00:00Z
George W. Hartman,1867-10-05T00:00:00Z
Galen Hall,1940-08-14T00:00:00Z
Garland Frazier,1917-04-05T00:00:00Z
Garnett Nelson,1872-06-13T00:00:00Z
Beau Baldwin,1972-05-21T00:00:00Z
Ben Beck,1889-04-14T00:00:00Z
Ben McDaniels,1980-06-06T00:00:00Z
Rich Bisaccia,1960-06-03T00:00:00Z
Rich Brooks,1941-08-20T00:00:00Z
Richard Peters,1920-04-07T00:00:00Z
Jack Wallace,1925-12-11T00:00:00Z
Jack Wright,1871-10-30T00:00:00Z
Jacob Burney,1959-01-24T00:00:00Z
James Cameron,1938-09-11T00:00:00Z
James Coley,1973-04-14T00:00:00Z
Joseph Coulter,1880-02-22T00:00:00Z
James DeHart,1893-08-25T00:00:00Z
Kerry Coombs,1961-09-09T00:00:00Z
Andreas Nommensen,1975-01-01T00:00:00Z
Drew Petzing,1987-03-12T00:00:00Z
Earl Greene,1899-07-04T00:00:00Z
Rolf Gerhold,1957-01-01T00:00:00Z
André Schleemann,1967-01-01T00:00:00Z
Jimmie Dougherty,1978-09-09T00:00:00Z
Zach Arnett,1986-09-10T00:00:00Z
Jeff Lebby,1984-01-05T00:00:00Z
Mike Tressel,1973-09-28T00:00:00Z
Shane Bowen,1986-12-09T00:00:00Z
J. Lynn Barnard,1867-08-09T00:00:00Z
Bruce Osborne,1924-08-27T00:00:00Z
Don Robinson,1880-08-11T00:00:00Z
Garvin Beauchamp,1920-04-30T00:00:00Z
Gary Buer,1946-06-08T00:00:00Z
Gary DeLoach,1954-06-22T00:00:00Z
Gary Gaines,1949-05-04T00:00:00Z
Gary Moeller,1941-01-26T00:00:00Z
Gary Reynolds,1966-01-01T00:00:00Z
James Halligan,1879-02-11T00:00:00Z
James Hopper,1876-07-23T00:00:00Z
Jimmie Keeling,1935-08-10T00:00:00Z
Jimmy Johnson,1879-06-06T00:00:00Z
Jock Sutherland,1889-03-21T00:00:00Z
Joe B. Hall,1928-11-30T00:00:00Z
Joe Bach,1901-01-17T00:00:00Z
Ron Lynch,1940-06-02T00:00:00Z
Ron Meyer,1941-02-17T00:00:00Z
Ron Mitchell,1938-09-29T00:00:00Z
Ron Waller,1933-02-14T00:00:00Z
Ronnie Jones,1955-10-17T00:00:00Z
Ronnie Thompson,1940-01-01T00:00:00Z
Roy Anderson,1980-10-05T00:00:00Z
Gaylord Stinchcomb,1895-06-24T00:00:00Z
Geep Chryst,1962-06-07T00:00:00Z
Gene Cox,1935-01-01T00:00:00Z
Gene Ronzani,1909-03-28T00:00:00Z
Gene Stallings,1935-03-02T00:00:00Z
Jay Thomas,1960-10-18T00:00:00Z
Jean Eberheart,1909-10-20T00:00:00Z
Jeff Casteel,1962-02-01T00:00:00Z
Jeff FitzGerald,1960-04-18T00:00:00Z
Jeff Geiser,1953-02-25T00:00:00Z
Jeff Hand,1970-07-26T00:00:00Z
Jeff Horton,1957-07-13T00:00:00Z
Jeff Ulbrich,1977-02-17T00:00:00Z
Herb Hand,1968-01-05T00:00:00Z
Eddie Gran,1965-07-21T00:00:00Z
Brandon Streeter,1977-01-01T00:00:00Z
Brian Smith,1980-08-09T00:00:00Z
Dan Lanning,1986-04-10T00:00:00Z
David Blackwell,1972-01-01T00:00:00Z
Joey Lynch,1983-10-17T00:00:00Z
Ryan Gunderson,1984-09-22T00:00:00Z
Brian Lindgren,1980-08-06T00:00:00Z
Scotty Walden,1989-11-15T00:00:00Z
Michael W. Dolby,1939-02-11T00:00:00Z
Phil Longo,1968-04-17T00:00:00Z
T. C. McCartney,1989-04-24T00:00:00Z
Nate Carroll,1987-03-24T00:00:00Z
Robert P. Wilson,1875-04-16T00:00:00Z
Robert L. Stevenson,1890-09-17T00:00:00Z
Robert Tully,1909-08-02T00:00:00Z
Robert Wolfe,1946-11-24T00:00:00Z
Rockey Felker,1953-02-01T00:00:00Z
Rocky Long,1950-01-27T00:00:00Z
Rod Dowhower,1943-04-15T00:00:00Z
Jeff Woodruff,1958-01-01T00:00:00Z
Jenks Gillem,1890-10-06T00:00:00Z
Jeremy Bates,1976-08-27T00:00:00Z
Jeremy Pruitt,1974-05-28T00:00:00Z
Jerry Delaney,1873-02-22T00:00:00Z
Matthew Harper,1984-11-26T00:00:00Z
Ben Sirmans,1970-10-17T00:00:00Z
Eddie Race,1914-10-22T00:00:00Z
Joe Bleymaier,1982-08-09T00:00:00Z
Ty Darlington,1994-12-03T00:00:00Z
Ephraim Banda,1981-11-01T00:00:00Z
Jerry Mynatt,1960-01-01T00:00:00Z
Jerry Raymond,1928-07-14T00:00:00Z
Jerry Schmidt,1962-09-19T00:00:00Z
Jerry Smith,1930-09-09T00:00:00Z
Ronald C. Kichline,1895-01-04T00:00:00Z
William Ford Bull,1876-02-02T00:00:00Z
Lysle K. Butler,1903-01-01T00:00:00Z
Craig Boller,1948-01-29T00:00:00Z
Mike Phair,1969-11-08T00:00:00Z
Mike Hyland,1886-09-26T00:00:00Z
John Sullivan,1938-05-10T00:00:00Z
Thomas Morris,1938-12-15T00:00:00Z
Roger Robinson,1924-11-29T00:00:00Z
Clarence Thomas,1945-01-01T00:00:00Z
Jim McDonald,1936-12-05T00:00:00Z
Wally Hood,1935-02-11T00:00:00Z
George Moody,1937-09-24T00:00:00Z
Bo Hardegree,1984-07-05T00:00:00Z
Bob Burke,1942-01-01T00:00:00Z
Paul Alexander,1960-02-12T00:00:00Z
Jim Lance,1931-01-01T00:00:00Z
Jim Larkin,1939-02-07T00:00:00Z
Jim Lee Howell,1914-09-27T00:00:00Z
Jim Trimble,1918-05-29T00:00:00Z
Jim Washburn,1949-12-02T00:00:00Z
Jim Wright,1935-12-12T00:00:00Z
George Allen,1918-04-29T00:00:00Z
George Brown,http://www.wikidata.org/.well-known/genid/7e184b388e5b5a820b07c19f986f00c8
George Buchheit,1898-03-22T00:00:00Z
George Clark,1894-03-20T00:00:00Z
George Crispin,1885-02-16T00:00:00Z
George Curry,1944-11-29T00:00:00Z
Jim Fassel,1949-08-31T00:00:00Z
Jim Heath,1956-05-22T00:00:00Z
Jim Hostler,1966-11-11T00:00:00Z
Jim Kendrick,1893-08-22T00:00:00Z
Jim L. Mora,1961-11-19T00:00:00Z
Eugene Davis,1870-12-26T00:00:00Z
Eugene F. McGee,1882-06-26T00:00:00Z
Eugene Reusser,1922-02-14T00:00:00Z
F. P. Reed,1870-05-12T00:00:00Z
F. T. Parks,1890-05-18T00:00:00Z
F. W. Sweeney,1873-09-10T00:00:00Z
Faye Abbott,1895-08-16T00:00:00Z
Caesar Felton Gayles,1900-05-22T00:00:00Z
Jim Chaney,1962-01-12T00:00:00Z
Jim Collins,1966-09-08T00:00:00Z
Jim Crawley,1934-02-11T00:00:00Z
Jim Dennison,1938-02-05T00:00:00Z
Jim E. Mora,1935-05-24T00:00:00Z
James H. Law,1899-12-28T00:00:00Z
Jim Arthur,1978-07-12T00:00:00Z
Leon Hart,1951-04-27T00:00:00Z
Darrell Asberry,1972-02-12T00:00:00Z
Jim Lyall,1952-06-25T00:00:00Z
James Daniel,1953-01-17T00:00:00Z
Joe Marciano,1954-02-10T00:00:00Z
Frankie Albert,1920-01-27T00:00:00Z
Frank D. Arms,1872-03-11T00:00:00Z
Fred Herbold,1875-09-25T00:00:00Z
Fred Jackson,1950-06-09T00:00:00Z
Fred M. Hatch,1877-10-28T00:00:00Z
Rick Giancola,1946-09-17T00:00:00Z
Rick Minter,1954-10-04T00:00:00Z
Rick Smith,1948-03-13T00:00:00Z
Rick Venturi,1946-02-23T00:00:00Z
Ricky Santos,1984-04-26T00:00:00Z
Rip Engle,1906-03-26T00:00:00Z
Jack Harrison,1875-01-30T00:00:00Z
James Griffin,1918-11-01T00:00:00Z
Jim Williams,1928-12-23T00:00:00Z
Joel Thomas,1974-11-07T00:00:00Z
John O'Hara,1944-01-13T00:00:00Z
John W. Stewart,1889-01-01T00:00:00Z
Shawn Clark,1975-08-16T00:00:00Z
John Hevesy,1971-05-02T00:00:00Z
Greg Studrawa,1964-11-03T00:00:00Z
Mike Wyatt,1955-01-01T00:00:00Z
William Pegler,1985-04-27T00:00:00Z
Zac Saleski,1990-05-10T00:00:00Z
Brayden Coombs,1986-10-24T00:00:00Z
Marwan Maalouf,1976-11-26T00:00:00Z
Thomas Wetzen,1927-01-01T00:00:00Z
Shawn Mennenga,1971-01-08T00:00:00Z
Roy D. Moore,1921-06-08T00:00:00Z
Roy Lester,1923-10-03T00:00:00Z
Roy Lucas,1940-01-01T00:00:00Z
Rudy Abrams,1942-01-14T00:00:00Z
Reuben A. Munday,1900-02-10T00:00:00Z
Rufus Gilbert,1884-12-08T00:00:00Z
Russ Purnell,1948-06-12T00:00:00Z
Tom McMahon,1969-07-12T00:00:00Z
Craig Gilliam,1945-01-01T00:00:00Z
Brian Callahan,1984-06-10T00:00:00Z
Arthur Smith,1982-05-27T00:00:00Z
Lee Royster,1937-01-01T00:00:00Z
Kane Wommack,1987-04-19T00:00:00Z
Joe Brady,1989-09-23T00:00:00Z
Al Vanderbush,1907-09-16T00:00:00Z
Shane Steichen,1985-05-11T00:00:00Z
Aimé Constantin,1925-11-25T00:00:00Z
Ed Kluska,1917-01-01T00:00:00Z
Cameron Achord,1987-02-04T00:00:00Z
Chris Achuff,1975-09-18T00:00:00Z
Peter Badovinac,1989-10-06T00:00:00Z
Dick Coury,1929-09-29T00:00:00Z
Dick Curl,1940-05-04T00:00:00Z
Dick Hanley,1894-11-19T00:00:00Z
Dick Jauron,1950-10-07T00:00:00Z
Dick Kauffman,1888-06-22T00:00:00Z
John K. Wright,1948-11-08T00:00:00Z
John Karcis,1908-12-03T00:00:00Z
John L. Smith,1948-10-28T00:00:00Z
John L. Smith,1948-11-15T00:00:00Z
Gary Steele,1947-01-01T00:00:00Z
Sam Goodwin,1944-01-20T00:00:00Z
Dick Logan,1940-01-01T00:00:00Z
Jerry Olson,1933-01-01T00:00:00Z
Emmett Jones,1976-01-01T00:00:00Z
Tom Mueller,1946-01-05T00:00:00Z
Greg Williams,1976-03-12T00:00:00Z
Wilfred Arnold,1871-06-24T00:00:00Z
Bill Anderson,1891-01-01T00:00:00Z
Charles E. Peterson,1889-10-02T00:00:00Z
Bob Smith,1912-01-01T00:00:00Z
John Felton,1883-12-24T00:00:00Z
Harold D. Martin,1899-04-14T00:00:00Z
Al Washington,1984-04-22T00:00:00Z
N. Kerr Thompson,1888-11-18T00:00:00Z
Floyd Daniel Hargiss,1889-09-28T00:00:00Z
Floyd Keith,1948-08-22T00:00:00Z
Forest Lothrop,1924-01-01T00:00:00Z
